label,score,sentence,file
neutral,0.6492708325386047,"In the market for personal computers and accessories, the Company faces a significant number of competitors, many of which have broader product lines, lower-priced products and a larger installed customer base.",risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
neutral,0.9287088513374329,"The Company also sells its products and third-party products in most of its major markets directly to education, enterprise and government customers and consumers and small and mid-sized businesses through its retail and online stores.",risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
neutral,0.9361251592636108,Manufacturing purchase obligations typically cover forecasted component and manufacturing requirements for periods up to 150 days .,risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
neutral,0.6480259299278259,"With respect to its Mac products, the Company believes the availability of third-party software applications and services depends in part on the developers’ perception and analysis of the relative benefits of developing, maintaining and upgrading such software for the Company’s products compared to Windows- based products.",risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
positive,0.5694001913070679,"With respect to iOS devices, the Company relies on the continued availability and development of compelling and innovative software applications, including applications distributed through the App Store.",risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
positive,0.7929502725601196,These agreements may also significantly increase the Company’s operating expenses.,risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
neutral,0.9282135963439941,"The Company’s business requires it to use and store confidential information, including, among other things, personally identifiable information (“PII”) with respect to the Company’s customers and employees.",risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
neutral,0.9367350935935974,"In addition to the risks relating to general confidential information described above, the Company may also be subject to specific obligations relating to health data and payment card data.",risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
neutral,0.8841339349746704,"Health data may be subject to additional privacy, security and breach notification requirements, and the Company may be subject to audit by governmental authorities regarding the Company’s compliance with these obligations.",risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
neutral,0.9500762224197388,"As of September 30, 2017 , a significant portion of the Company’s trade receivables was concentrated within cellular network carriers, and its vendor non-trade receivables and prepayments related to long-term supply agreements were concentrated among a few individual vendors located primarily in Asia.",risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
neutral,0.9482539296150208,The Company is also subject to the examination of its tax returns and other tax matters by the U.S. Internal Revenue Service (the “IRS”) and other tax authorities and governmental bodies.,risk_ca6735cd-5ab7-4bb9-abf8-564739c3506b_2025.txt
